work_year,experience_level_encoded,company_size_encoded,remote_ratio,job_Data_Engineer,job_Data_Scientist,job_ML_AI_Engineer,job_Manager_Lead,job_Other,salary_in_usd
2025,1,1,100,1,0,0,0,0,270000
2025,2,1,100,1,0,0,0,0,130000
2025,2,1,0,0,1,0,0,0,124000
2024,2,1,0,0,0,0,0,1,92190
2025,1,1,0,0,0,0,1,0,155500
2024,0,1,0,1,0,0,0,0,75000
2025,2,1,100,0,0,0,1,0,92000
2023,2,1,0,0,1,0,0,0,240960
2025,2,1,0,1,0,0,0,0,187200
2024,1,1,0,0,0,0,0,1,62100
2024,2,1,0,0,1,0,0,0,122726
2024,1,1,0,0,0,0,0,1,63001
2024,1,1,0,1,0,0,0,0,246552
2025,2,1,0,1,0,0,0,0,101265
2025,2,1,0,0,0,0,1,0,116900
2023,1,1,0,1,0,0,0,0,127000
2025,2,1,0,1,0,0,0,0,105500
2025,2,1,0,0,0,0,0,0,221600
2024,2,1,100,1,0,0,0,0,209362
2022,2,1,100,0,1,0,0,0,205000
2024,2,1,0,1,0,0,0,0,136800
2024,1,1,100,0,0,0,0,1,135500
2024,2,1,0,1,0,0,0,0,137750
2024,1,1,0,1,0,0,0,0,77777
2024,0,1,0,0,1,0,0,0,81075
2024,0,1,0,0,0,0,0,0,52000
2024,2,1,0,0,0,0,1,0,110000
2023,2,1,0,0,1,0,0,0,81500
2025,2,1,0,0,0,0,0,0,196000
2025,0,1,0,0,0,0,0,0,80300
2024,2,1,0,1,0,0,0,0,266000
2025,2,1,100,0,0,0,1,0,178890
2024,2,1,0,0,0,0,0,0,67700
2024,2,1,0,0,1,0,0,0,242000
2024,2,1,0,0,0,0,1,0,333000
2024,2,1,100,1,0,0,0,0,165000
2024,1,1,0,1,0,0,0,0,25000
2024,2,1,100,0,1,0,0,0,173000
2025,2,1,0,0,0,0,1,0,196100
2024,1,1,0,0,0,0,0,0,139000
2024,1,1,0,0,1,0,0,0,146000
2025,1,1,100,0,0,0,1,0,310000
2024,1,1,0,0,0,0,0,1,180000
2024,0,1,100,0,0,0,0,0,54960
2025,0,1,0,0,0,0,0,0,53800
2024,1,1,0,0,1,0,0,0,157144
2025,1,1,0,0,0,0,0,0,180000
2024,0,1,100,0,0,0,0,0,136032
2023,0,1,0,0,1,0,0,0,58300
2024,2,1,0,1,0,0,0,0,320000
2024,2,1,100,1,0,0,0,0,165000
2022,2,1,100,0,0,0,0,0,66000
2025,2,1,0,1,0,0,0,0,360000
2022,2,1,0,1,0,0,0,0,63000
2025,0,1,0,0,0,0,0,0,85500
2024,2,1,0,0,1,0,0,0,202350
2023,2,1,100,1,0,0,0,0,89246
2020,0,0,100,1,0,0,0,0,138000
2025,2,1,100,1,0,0,0,0,218025
2024,2,1,100,0,0,0,1,0,160500
2025,0,1,0,1,0,0,0,0,118450
2024,1,1,100,0,0,0,1,0,90000
2023,2,1,0,0,1,0,0,0,174000
2025,1,1,0,0,0,0,1,0,125000
2024,2,1,0,0,0,0,0,0,115920
2025,1,1,100,1,0,0,0,0,60000
2024,1,1,0,0,0,0,1,0,270000
2024,2,1,100,1,0,0,0,0,146000
2024,1,1,0,1,0,0,0,0,313000
2025,1,1,100,0,0,0,1,0,113100
2024,2,1,0,0,0,0,0,1,153600
2025,0,1,0,0,0,0,0,0,75804
2025,1,1,100,0,0,0,0,1,87500
2025,1,1,0,0,0,0,0,0,67681
2024,2,1,0,0,0,0,0,1,137000
2025,2,1,0,1,0,0,0,0,464000
2024,2,1,0,1,0,0,0,0,87500
2024,1,1,0,1,0,0,0,0,143000
2024,2,1,0,1,0,0,0,0,119800
2024,2,1,100,0,0,0,1,0,140000
2025,1,1,0,0,0,0,0,1,134500
2023,1,1,0,0,0,0,0,0,72400
2024,1,1,0,0,1,0,0,0,47850
2024,1,1,0,0,0,0,0,1,100000
2025,3,1,0,0,0,0,0,1,210795
2025,2,1,0,1,0,0,0,0,202000
2024,2,1,0,0,0,0,1,0,76075
2025,1,1,0,0,0,0,0,1,54975
2024,1,1,100,1,0,0,0,0,159000
2024,2,1,0,0,1,0,0,0,136600
2025,2,1,0,0,0,0,0,1,145900
2023,2,1,0,1,0,0,0,0,46848
2024,2,1,0,0,0,0,0,0,105070
2025,0,1,0,0,1,0,0,0,77000
2025,2,1,100,1,0,0,0,0,98000
2024,2,1,0,1,0,0,0,0,243000
2025,2,1,0,0,0,0,1,0,276800
2024,1,2,0,1,0,0,0,0,96000
2023,2,1,0,1,0,0,0,0,242921
2023,2,1,100,0,0,0,0,0,149200
2023,2,1,0,1,0,0,0,0,73824
2024,2,1,0,1,0,0,0,0,210000
2025,2,1,0,0,0,0,1,0,265000
2024,2,1,100,0,1,0,0,0,245500
2023,2,1,100,1,0,0,0,0,210200
2024,1,1,0,0,1,0,0,0,107633
2024,1,1,0,0,1,0,0,0,194000
2024,2,1,0,1,0,0,0,0,283300
2024,1,1,0,0,0,0,0,1,207000
2024,0,1,100,0,0,0,0,0,30000
2023,2,1,100,1,0,0,0,0,115000
2025,1,1,100,1,0,0,0,0,300000
2024,2,1,0,0,0,0,0,0,107760
2024,1,1,0,1,0,0,0,0,250600
2022,1,1,0,1,0,0,0,0,130000
2025,2,1,100,0,0,0,1,0,111260
2024,0,1,0,0,0,0,0,0,121000
2024,1,1,100,1,0,0,0,0,125000
2024,2,1,0,0,0,0,0,0,157144
2025,2,1,100,0,0,0,1,0,178800
2024,2,1,0,1,0,0,0,0,149282
2025,2,1,0,1,0,0,0,0,190000
2024,1,1,0,0,1,0,0,0,148800
2024,0,2,0,1,0,0,0,0,89700
2025,0,1,0,0,0,0,0,0,47300
2025,2,1,0,1,0,0,0,0,144300
2025,2,2,0,1,0,0,0,0,117300
2024,1,1,0,1,0,0,0,0,73000
2025,0,1,0,0,0,0,0,0,49473
2024,1,1,0,0,0,0,0,1,106500
2024,3,1,0,0,1,0,0,0,96960
2025,2,1,0,0,1,0,0,0,96700
2025,2,1,0,1,0,0,0,0,130000
2024,2,1,0,1,0,0,0,0,96100
2024,2,1,0,1,0,0,0,0,221000
2024,2,1,0,1,0,0,0,0,198072
2025,2,1,100,1,0,0,0,0,187000
2024,2,1,0,1,0,0,0,0,84000
2023,2,1,0,1,0,0,0,0,121000
2023,1,2,50,0,1,0,0,0,53984
2024,2,1,100,1,0,0,0,0,173100
2025,2,1,0,0,0,0,1,0,93167
2024,2,1,0,1,0,0,0,0,234200
2024,2,1,0,1,0,0,0,0,250200
2025,2,1,0,1,0,0,0,0,212750
2025,1,1,0,0,0,0,0,1,83580
2024,3,1,0,1,0,0,0,0,253900
2024,2,1,0,0,1,0,0,0,166860
2020,0,2,50,1,0,0,0,0,250000
2023,1,1,100,1,0,0,0,0,132000
2025,2,1,0,0,1,0,0,0,126400
2024,2,1,0,1,0,0,0,0,186688
2023,2,1,0,0,1,0,0,0,102544
2023,2,1,0,0,1,0,0,0,163200
2024,2,1,0,0,0,0,0,0,57700
2023,2,1,0,0,0,0,0,1,99500
2023,2,1,100,0,0,0,0,0,95040
2023,1,1,0,0,0,0,0,0,182500
2024,1,1,100,0,0,0,0,0,92144
2025,1,1,0,1,0,0,0,0,155250
2023,0,2,0,0,1,0,0,0,54400
2025,2,2,0,0,0,0,1,0,133200
2025,2,1,0,1,0,0,0,0,221500
2024,1,1,0,1,0,0,0,0,94400
2025,1,1,0,1,0,0,0,0,185495
2025,2,1,100,1,0,0,0,0,261000
2024,0,1,0,0,0,0,0,1,137500
2024,2,1,0,0,0,0,0,1,166000
2025,2,1,0,0,0,0,0,1,127500
2025,2,1,100,0,0,0,0,0,103500
2023,1,1,100,0,0,0,0,0,83500
2024,1,1,100,1,0,0,0,0,95000
2024,0,1,100,0,0,0,0,0,20000
2025,0,1,0,0,0,0,1,0,100000
2024,1,1,0,0,0,0,0,1,74000
2024,3,1,0,0,0,0,1,0,275000
2025,2,1,0,0,0,0,0,1,135000
2025,1,1,0,0,0,0,1,0,118368
2024,2,1,0,1,0,0,0,0,170000
2024,2,1,0,0,0,0,0,1,123300
2022,1,1,100,1,0,0,0,0,98506
2024,2,1,100,0,0,0,0,1,85600
2025,1,1,100,0,1,0,0,0,53571
2024,1,1,0,0,0,0,1,0,81250
2024,2,1,100,1,0,0,0,0,208600
2025,2,1,0,0,0,0,0,0,79464
2024,2,1,0,0,1,0,0,0,112000
2024,2,1,0,1,0,0,0,0,232300
2025,0,1,0,1,0,0,0,0,80000
2025,2,1,0,1,0,0,0,0,272000
2025,2,1,100,1,0,0,0,0,188100
2024,2,1,0,1,0,0,0,0,99200
2024,2,1,0,1,0,0,0,0,186000
2022,2,1,0,1,0,0,0,0,54000
2024,2,1,0,0,0,0,0,0,175000
2025,1,1,0,0,0,0,0,0,106200
2025,2,1,0,1,0,0,0,0,117300
2025,2,1,100,0,0,0,1,0,253425
2025,2,1,0,1,0,0,0,0,232300
2024,0,1,0,1,0,0,0,0,114080
2023,2,1,100,1,0,0,0,0,260000
2025,0,1,0,0,0,0,0,0,114911
2025,2,1,0,0,0,0,0,0,182780
2025,2,1,100,0,0,0,1,0,190800
2025,2,1,0,0,0,0,1,0,186000
2024,1,1,0,1,0,0,0,0,245000
2025,2,1,0,1,0,0,0,0,228000
2025,2,1,0,0,1,0,0,0,203000
2025,1,1,0,0,0,0,1,0,85000
2024,2,1,0,1,0,0,0,0,123573
2024,0,1,0,1,0,0,0,0,34666
2025,2,1,0,0,0,0,0,0,190650
2024,2,1,0,1,0,0,0,0,192500
2025,1,1,0,1,0,0,0,0,184300
2024,3,1,0,1,0,0,0,0,216000
2024,2,1,100,1,0,0,0,0,125000
2024,2,1,0,0,0,0,0,0,265080
2025,2,1,0,1,0,0,0,0,137600
2025,1,1,100,0,1,0,0,0,165000
2024,2,1,0,0,0,0,1,0,116000
2025,2,1,0,0,0,0,1,0,209000
2025,2,1,100,1,0,0,0,0,239000
2025,1,1,100,1,0,0,0,0,180600
2024,1,1,0,1,0,0,0,0,315000
2024,2,1,100,0,0,0,1,0,176000
2024,1,1,0,0,1,0,0,0,180100
2025,1,1,0,1,0,0,0,0,141400
2024,2,1,0,0,1,0,0,0,314000
2024,2,1,100,0,0,0,0,1,266400
2025,2,1,0,0,0,0,1,0,99400
2024,1,1,0,1,0,0,0,0,400000
2024,0,1,0,0,0,0,0,0,36250
2024,1,1,0,1,0,0,0,0,96761
2024,1,1,0,0,1,0,0,0,250600
2024,2,1,100,0,0,0,0,1,61538
2023,1,1,0,1,0,0,0,0,146000
2025,0,1,0,0,0,0,0,0,29052
2024,1,1,100,0,0,0,1,0,95333
2024,2,1,0,0,1,0,0,0,232000
2025,2,1,0,0,1,0,0,0,253000
2024,2,1,0,0,0,0,0,0,146875
2024,2,1,0,1,0,0,0,0,129000
2024,2,1,100,1,0,0,0,0,189620
2025,1,1,100,1,0,0,0,0,125000
2024,2,1,100,1,0,0,0,0,180000
2024,0,1,0,0,0,0,0,0,97200
2024,1,1,100,1,0,0,0,0,79000
2023,0,1,100,0,0,0,0,0,75000
2024,1,1,0,0,0,0,0,1,94604
2025,0,1,0,1,0,0,0,0,16421
2024,2,1,0,1,0,0,0,0,204644
2024,2,1,0,1,0,0,0,0,135000
2024,2,1,0,0,1,0,0,0,202472
2022,2,1,100,1,0,0,0,0,100000
2025,2,1,100,0,1,0,0,0,90000
2024,2,1,0,0,0,0,0,1,230000
2024,2,1,0,0,0,0,1,0,248404
2024,2,1,0,0,1,0,0,0,213876
2024,2,1,100,0,1,0,0,0,114590
2024,2,1,0,0,1,0,0,0,157959
2025,1,1,0,1,0,0,0,0,237500
2024,2,1,0,1,0,0,0,0,185400
2024,2,1,0,1,0,0,0,0,95325
2024,2,1,0,0,0,0,1,0,85000
2025,2,1,100,1,0,0,0,0,147000
2025,0,1,0,0,0,0,0,0,154300
2025,1,1,0,0,0,1,0,0,167981
2025,2,1,0,0,0,0,0,1,52000
2024,1,1,0,1,0,0,0,0,139000
2024,1,1,0,0,1,0,0,0,68088
2024,2,1,0,0,1,0,0,0,465972
2022,2,1,0,1,0,0,0,0,129300
2025,1,1,0,1,0,0,0,0,159053
2024,0,1,0,0,0,0,0,1,73950
2025,1,1,0,0,0,0,1,0,425500
2025,2,1,0,0,1,0,0,0,154000
2021,0,2,100,1,0,0,0,0,80000
2024,2,1,0,1,0,0,0,0,170700
2024,1,1,0,0,1,0,0,0,78230
2024,0,1,0,0,0,0,0,0,115824
2024,2,1,0,0,1,0,0,0,137500
2024,1,1,0,1,0,0,0,0,240000
2024,2,1,0,0,0,0,1,0,192900
2025,2,1,0,1,0,0,0,0,102000
2025,2,1,0,1,0,0,0,0,171000
2024,0,1,0,1,0,0,0,0,80000
2025,3,1,0,0,0,0,0,1,203000
2024,1,1,0,1,0,0,0,0,139000
2024,1,1,100,0,0,0,0,1,137500
2024,2,1,100,0,1,0,0,0,110000
2025,1,1,100,0,1,0,0,0,83600
2024,2,1,0,1,0,0,0,0,187391
2024,2,1,100,0,1,0,0,0,114200
2024,2,1,0,0,0,1,0,0,158550
2025,1,1,0,0,0,0,0,1,171000
2024,2,1,100,0,0,0,0,1,92560
2025,1,1,0,1,0,0,0,0,214032
2025,2,1,100,0,0,0,1,0,191500
2023,2,1,100,0,1,0,0,0,225000
2022,2,1,0,0,1,0,0,0,172200
2024,1,1,0,0,0,0,0,1,40000
2024,2,1,0,0,1,0,0,0,296300
2025,1,1,0,0,1,0,0,0,149983
2024,1,1,0,0,1,0,0,0,162000
2024,2,1,0,1,0,0,0,0,117200
2024,1,1,0,0,1,0,0,0,177250
2023,0,1,0,0,0,0,0,0,61520
2024,2,1,100,0,0,0,1,0,125500
2025,2,1,0,1,0,0,0,0,114104
2024,2,1,100,0,0,0,0,0,69200
2025,0,1,0,0,1,0,0,0,200000
2025,1,1,0,0,0,0,1,0,219600
2024,1,1,0,0,1,0,0,0,165760
2024,3,1,0,0,0,0,0,0,103000
2024,2,1,100,0,1,0,0,0,249700
2024,2,1,0,0,1,0,0,0,310000
2024,0,1,0,1,0,0,0,0,162240
2023,2,1,0,1,0,0,0,0,85500
2024,2,1,0,0,1,0,0,0,190000
2024,1,1,100,0,1,0,0,0,260570
2025,1,1,100,0,0,0,1,0,80000
2024,2,1,0,0,0,0,0,1,100000
2024,0,1,0,0,0,0,0,0,147000
2024,2,1,100,0,0,0,1,0,150000
2024,2,1,0,0,0,0,0,0,164600
2024,2,1,0,0,0,0,0,1,145800
2025,2,1,100,1,0,0,0,0,300000
2024,2,2,0,0,0,0,0,1,141000
2024,1,1,0,0,0,0,0,1,160000
2024,2,1,0,1,0,0,0,0,175600
2023,3,2,100,1,0,0,0,0,215936
2025,1,1,0,0,0,0,0,1,100000
2025,0,1,0,0,0,0,0,0,125130
2025,1,1,100,0,0,0,1,0,140000
2025,0,1,0,1,0,0,0,0,58000
2024,0,1,0,1,0,0,0,0,137000
2024,0,1,0,0,0,0,0,0,62832
2025,1,1,0,0,0,0,1,0,259000
2024,2,1,0,0,0,0,1,0,212800
2024,1,1,100,0,0,0,0,1,126800
2025,2,1,0,0,0,0,1,0,115000
2024,2,1,0,0,1,0,0,0,187166
2025,2,1,0,0,1,0,0,0,108000
2024,2,1,100,0,1,0,0,0,164379
2024,1,1,0,0,0,0,0,1,234000
2024,0,1,0,1,0,0,0,0,125000
2025,1,1,0,0,1,0,0,0,121900
2025,1,1,100,1,0,0,0,0,135285
2024,2,1,100,1,0,0,0,0,176520
2025,2,1,0,0,0,0,1,0,204200
2024,1,1,0,1,0,0,0,0,75712
2024,1,1,0,0,0,0,0,1,69000
2025,2,1,100,0,0,0,0,0,161400
2024,2,1,100,0,0,0,0,1,158880
2024,2,1,0,0,0,0,1,0,187000
2024,2,1,100,1,0,0,0,0,86666
2024,2,1,0,0,0,0,0,1,75000
2025,2,1,100,1,0,0,0,0,300800
2024,2,1,0,1,0,0,0,0,118414
2024,2,1,0,0,0,0,0,0,111200
2024,1,1,0,0,0,0,0,1,179630
2024,1,1,0,0,0,0,0,0,121800
2023,2,1,100,0,1,0,0,0,159900
2025,2,1,0,0,1,0,0,0,94000
2025,2,1,0,1,0,0,0,0,99100
2024,2,1,0,1,0,0,0,0,165300
2024,2,1,0,0,0,0,1,0,76560
2024,1,1,0,1,0,0,0,0,198000
2023,1,1,0,0,1,0,0,0,142200
2023,1,1,0,0,0,0,0,0,51676
2025,1,1,0,0,0,0,0,1,181896
2024,2,1,0,0,0,0,0,1,176470
2025,1,1,0,1,0,0,0,0,191375
2023,0,1,0,0,1,0,0,0,32974
2025,1,1,0,0,0,0,1,0,164400
2024,2,1,0,1,0,0,0,0,233000
2023,2,1,100,1,0,0,0,0,205600
2025,2,1,100,0,0,0,1,0,170060
2024,1,1,0,0,0,0,0,1,122000
2024,2,1,100,1,0,0,0,0,73008
2024,2,1,0,0,0,0,1,0,366000
2025,0,1,100,0,0,0,0,0,50000
2024,2,1,0,0,0,0,0,1,242000
2024,0,1,0,1,0,0,0,0,63000
2024,1,1,0,1,0,0,0,0,279400
2024,2,1,0,1,0,0,0,0,283780
2024,1,1,100,0,0,0,0,1,112500
2025,0,1,0,0,0,0,0,0,127650
2024,1,1,0,1,0,0,0,0,154500
2024,2,1,0,0,0,0,0,0,164640
2025,3,1,0,1,0,0,0,0,148850
2024,1,1,0,1,0,0,0,0,128000
2024,2,1,0,1,0,0,0,0,95797
2025,2,1,0,0,0,0,0,1,141200
2024,1,1,0,1,0,0,0,0,170700
2024,2,1,0,0,0,0,1,0,194810
2025,2,1,0,0,1,0,0,0,303050
2024,2,1,100,0,1,0,0,0,127330
2024,1,1,100,1,0,0,0,0,95900
2025,3,1,0,1,0,0,0,0,338000
2024,2,1,100,1,0,0,0,0,135000
2025,2,1,0,1,0,0,0,0,119600
2025,2,1,100,1,0,0,0,0,130000
2024,2,1,0,1,0,0,0,0,138200
2025,1,1,0,0,1,0,0,0,127752
2024,1,2,100,1,0,0,0,0,68900
2024,2,1,0,0,0,0,0,1,212000
2024,2,1,0,1,0,0,0,0,168000
2025,2,1,0,1,0,0,0,0,186000
2025,2,1,0,1,0,0,0,0,51052
2024,2,1,100,1,0,0,0,0,241000
2025,2,1,0,0,0,0,0,0,118000
2024,2,1,100,1,0,0,0,0,165500
2024,1,1,0,0,0,0,0,0,125600
2025,2,1,100,0,0,0,0,0,87954
2025,2,1,0,1,0,0,0,0,385000
2025,1,1,0,0,0,0,0,0,58000
2024,1,1,0,0,0,0,0,0,147000
2025,2,1,100,0,1,0,0,0,150000
2025,2,1,0,1,0,0,0,0,110614
2025,2,1,0,0,0,0,0,1,106200
2025,1,1,0,0,0,0,1,0,251000
2025,2,1,0,0,1,0,0,0,130000
2024,2,1,100,0,0,0,0,0,81411
2025,0,1,0,0,0,0,0,0,96000
2025,0,1,0,1,0,0,0,0,138000
2024,2,1,100,1,0,0,0,0,132100
2024,1,1,100,0,1,0,0,0,207000
2025,0,1,100,0,0,0,0,0,66000
2024,2,1,0,0,1,0,0,0,100000
2022,2,1,100,0,1,0,0,0,146000
2024,0,1,0,0,0,0,0,0,129288
2024,2,1,0,1,0,0,0,0,209000
2025,2,1,0,1,0,0,0,0,96600
2024,1,1,0,1,0,0,0,0,109283
2024,1,1,0,0,1,0,0,0,62800
2024,1,1,0,1,0,0,0,0,122000
2024,1,1,0,1,0,0,0,0,222007
2025,2,1,0,0,0,0,1,0,294000
2024,1,1,0,0,0,0,1,0,148000
2025,1,2,0,0,1,0,0,0,155995
2025,0,1,0,1,0,0,0,0,105943
2025,2,1,0,1,0,0,0,0,104800
2025,0,1,0,0,0,0,0,0,75065
2024,0,1,100,0,0,0,0,0,105500
2025,1,1,0,1,0,0,0,0,116000
2024,2,1,0,1,0,0,0,0,165600
2024,2,1,0,0,1,0,0,0,194098
2024,2,1,100,1,0,0,0,0,210000
2025,2,1,100,1,0,0,0,0,175000
2023,2,1,100,1,0,0,0,0,234000
2023,2,1,0,0,0,0,0,0,160000
2024,2,1,0,1,0,0,0,0,203940
2024,1,1,0,1,0,0,0,0,99000
2025,2,1,0,0,0,0,0,0,99000
2021,2,2,100,0,0,0,1,0,102839
2024,3,1,100,1,0,0,0,0,273600
2025,2,1,0,1,0,0,0,0,170000
2024,1,2,0,0,1,0,0,0,195200
2025,1,1,0,1,0,0,0,0,84214
2025,0,1,100,0,1,0,0,0,122200
2024,2,1,0,0,1,0,0,0,246000
2025,1,1,0,1,0,0,0,0,173233
2024,2,1,100,0,0,0,0,0,104550
2025,0,1,0,0,0,0,0,0,131800
2025,1,1,0,1,0,0,0,0,85000
2024,2,1,0,1,0,0,0,0,220060
2025,1,1,100,1,0,0,0,0,98383
2025,1,1,100,1,0,0,0,0,300000
2023,2,1,0,0,1,0,0,0,113500
2023,2,1,0,1,0,0,0,0,127000
2024,2,1,0,0,0,0,0,0,96358
2024,1,1,0,0,0,1,0,0,95000
2023,3,1,0,0,0,0,0,0,145000
2024,0,1,0,0,0,0,0,1,80000
2024,2,1,0,1,0,0,0,0,250200
2025,2,1,100,0,0,0,1,0,220000
2025,2,1,0,0,0,0,1,0,130000
2024,1,1,0,0,1,0,0,0,720000
2025,1,1,0,0,0,0,1,0,265000
2024,1,1,0,1,0,0,0,0,79200
2024,2,1,0,0,1,0,0,0,167200
2024,1,1,0,1,0,0,0,0,116425
2024,2,1,0,0,1,0,0,0,96643
2024,1,1,0,0,0,0,0,1,111078
2023,1,1,0,0,0,0,0,1,49216
2024,1,1,0,0,1,0,0,0,157000
2025,2,1,0,0,0,0,0,0,129450
2025,2,1,0,1,0,0,0,0,52800
2025,2,1,0,0,0,0,0,0,120500
2024,2,1,100,1,0,0,0,0,345000
2024,3,1,0,0,0,0,0,1,203000
2025,1,1,0,1,0,0,0,0,259000
2024,3,1,0,1,0,0,0,0,97600
2022,2,1,0,0,1,0,0,0,151800
2024,2,1,0,0,1,0,0,0,150385
2025,2,1,0,0,1,0,0,0,193750
2024,1,1,0,0,1,0,0,0,135400
2024,1,2,0,0,1,0,0,0,80477
2025,2,1,0,1,0,0,0,0,258900
2024,2,2,100,0,0,0,1,0,237600
2025,1,1,0,1,0,0,0,0,154125
2024,2,1,0,0,1,0,0,0,117000
2025,1,1,0,0,0,0,1,0,180000
2025,2,1,0,1,0,0,0,0,176000
2024,2,1,0,0,0,0,1,0,265080
2023,1,1,0,0,0,0,1,0,115500
2025,2,1,0,0,0,0,1,0,161460
2025,2,1,0,0,0,0,1,0,124486
2024,3,1,0,1,0,0,0,0,337000
2025,2,1,0,0,0,0,0,0,135650
2024,2,1,0,0,1,0,0,0,195000
2024,1,1,0,0,0,0,0,1,156000
2024,2,1,0,0,0,0,1,0,218900
2025,2,1,100,0,0,0,1,0,199210
2023,1,1,0,0,1,0,0,0,125000
2025,0,1,0,1,0,0,0,0,52000
2023,0,1,0,0,0,0,0,1,99300
2025,0,1,100,0,0,0,0,0,203000
2024,2,1,0,1,0,0,0,0,194688
2024,0,1,0,0,0,0,0,1,140000
2024,1,1,0,1,0,0,0,0,101600
2024,2,1,0,1,0,0,0,0,222500
2024,1,1,0,1,0,0,0,0,85800
2025,2,1,100,1,0,0,0,0,157360
2024,1,1,0,1,0,0,0,0,77622
2024,1,1,0,0,1,0,0,0,170700
2025,2,1,0,0,0,0,1,0,136500
2025,2,1,0,0,0,0,1,0,161000
2025,1,1,0,0,0,0,0,1,150000
2025,0,1,0,0,0,0,0,0,108000
2024,2,1,0,0,0,0,0,0,89700
2025,2,1,0,0,0,0,1,0,325500
2024,2,1,0,0,0,0,0,0,99740
2024,2,1,100,1,0,0,0,0,218900
2023,2,1,0,0,0,0,0,1,123000
2024,1,1,0,0,0,0,0,1,110000
2023,1,1,0,0,0,0,1,0,155000
2023,2,1,100,1,0,0,0,0,130000
2024,2,1,0,1,0,0,0,0,110607
2025,2,1,0,1,0,0,0,0,138900
2025,2,1,0,1,0,0,0,0,233600
2024,0,1,0,0,0,0,0,0,50669
2025,2,1,0,0,1,0,0,0,82600
2023,2,1,100,1,0,0,0,0,127876
2024,2,1,100,0,0,0,0,0,189000
2025,1,1,0,0,0,1,0,0,158000
2025,0,1,100,0,0,0,0,0,24000
2025,2,1,100,0,1,0,0,0,264801
2023,2,1,0,0,1,0,0,0,190000
2025,2,1,0,0,1,0,0,0,90000
2025,2,1,0,1,0,0,0,0,205000
2025,1,1,0,0,1,0,0,0,199500
2025,2,1,0,1,0,0,0,0,176000
2023,2,1,100,1,0,0,0,0,193500
2025,3,1,0,0,1,0,0,0,145000
2024,2,1,0,0,1,0,0,0,221550
2024,2,1,0,0,1,0,0,0,102193
2024,1,1,0,0,1,0,0,0,316900
2024,2,1,0,1,0,0,0,0,257000
2025,1,1,0,0,0,0,1,0,129800
2024,1,1,0,0,1,0,0,0,184216
2024,2,1,0,1,0,0,0,0,166750
2025,1,1,100,0,0,0,0,1,310000
2023,1,1,0,1,0,0,0,0,106050
2025,2,1,0,0,1,0,0,0,204000
2024,2,1,100,1,0,0,0,0,230800
2024,2,1,0,0,0,0,1,0,393300
2024,0,1,0,0,0,0,0,1,33750
2024,1,1,0,1,0,0,0,0,185000
2025,1,1,0,0,1,0,0,0,84210
2025,2,1,0,0,0,0,1,0,100000
2024,2,1,0,0,0,0,1,0,160000
2024,0,1,0,0,0,0,0,0,92300
2024,2,1,0,0,0,0,0,0,162150
2023,2,1,0,0,1,0,0,0,308000
2023,3,1,0,1,0,0,0,0,100000
2025,2,1,0,0,0,0,0,1,145200
2022,2,1,0,0,1,0,0,0,120000
2023,2,1,0,0,1,0,0,0,205500
2024,2,1,0,0,1,0,0,0,112000
2025,2,1,100,1,0,0,0,0,50000
2024,2,1,0,1,0,0,0,0,105200
2024,2,1,0,0,0,0,0,1,141000
2024,2,1,0,1,0,0,0,0,115400
2024,0,1,0,0,0,0,0,0,67824
2024,1,1,0,1,0,0,0,0,156450
2023,0,2,50,0,1,0,0,0,29691
2024,2,1,0,1,0,0,0,0,187000
2024,2,1,100,1,0,0,0,0,96200
2024,2,1,0,0,0,0,0,0,122430
2024,1,1,100,1,0,0,0,0,185800
2024,2,1,100,0,0,0,0,0,175000
2025,1,1,0,0,0,0,1,0,53357
2024,1,1,100,0,0,0,0,1,61500
2025,1,1,0,1,0,0,0,0,185100
2024,0,1,0,0,0,0,0,0,140000
2024,2,1,0,0,0,0,0,1,160000
2023,1,1,100,1,0,0,0,0,110736
2023,2,1,0,1,0,0,0,0,210000
2025,2,1,100,1,0,0,0,0,165000
2024,1,1,0,1,0,0,0,0,97800
2023,0,1,0,0,1,0,0,0,130000
2024,1,1,0,1,0,0,0,0,110500
2024,1,1,0,0,1,0,0,0,134800
2024,2,1,0,1,0,0,0,0,227000
2024,0,1,0,0,1,0,0,0,62000
2025,2,1,0,0,0,0,0,1,230600
2024,2,1,0,0,0,0,0,1,98600
2025,2,1,0,0,0,0,1,0,340000
2025,1,1,0,0,0,0,1,0,465000
2024,1,1,0,0,1,0,0,0,97000
2024,1,1,100,1,0,0,0,0,110000
2025,2,1,0,0,0,0,1,0,147080
2024,1,1,0,0,0,0,0,1,60300
2025,2,1,0,0,0,0,1,0,200000
2024,1,1,0,0,0,0,1,0,192840
2024,2,1,0,0,0,0,0,0,108000
2025,2,1,0,1,0,0,0,0,126650
2023,2,1,100,0,1,0,0,0,123040
2024,2,1,100,1,0,0,0,0,101300
2025,0,1,0,0,0,0,0,0,64000
2024,1,1,0,0,0,0,0,1,97800
2025,2,1,0,0,1,0,0,0,144630
2024,0,1,0,0,0,0,0,0,46666
2025,3,1,0,1,0,0,0,0,385000
2025,0,1,0,0,0,0,0,0,79227
2024,2,1,100,1,0,0,0,0,66666
2024,2,1,0,0,0,0,0,0,152000
2025,2,1,0,0,0,0,0,1,95000
2024,0,1,0,0,1,0,0,0,86520
2025,2,1,0,0,1,0,0,0,117200
