work_year,experience_level_encoded,company_size_encoded,remote_ratio,job_Data_Engineer,job_Data_Scientist,job_ML_AI_Engineer,job_Manager_Lead,job_Other,salary_in_usd
2024,1,1,0,0,0,0,1,0,141700
2021,2,2,50,0,0,0,0,0,63831
2025,2,1,0,1,0,0,0,0,143700
2024,2,1,100,0,0,0,0,0,65290
2024,2,1,0,1,0,0,0,0,81250
2025,2,1,0,0,0,0,1,0,245900
2024,2,1,0,0,1,0,0,0,201040
2023,2,1,0,0,0,0,0,0,112000
2024,1,1,0,1,0,0,0,0,106300
2025,2,1,100,1,0,0,0,0,166372
2024,0,1,0,0,0,0,0,0,66100
2025,2,1,100,1,0,0,0,0,178200
2024,2,1,0,0,1,0,0,0,125000
2024,2,1,0,1,0,0,0,0,135000
2024,2,1,0,0,1,0,0,0,174250
2024,2,1,100,0,0,0,0,0,106000
2024,2,1,0,1,0,0,0,0,156800
2024,2,1,0,1,0,0,0,0,40000
2025,2,1,0,1,0,0,0,0,108000
2024,2,1,100,0,1,0,0,0,204600
2024,0,1,100,0,0,0,0,0,101520
2024,1,1,0,1,0,0,0,0,196900
2024,2,1,0,1,0,0,0,0,190000
2025,0,1,0,0,0,0,0,0,98000
2024,2,1,0,0,0,0,0,0,88000
2024,2,1,100,1,0,0,0,0,115590
2024,0,1,100,0,0,0,0,1,34000
2024,1,1,0,0,1,0,0,0,355000
2024,0,1,100,1,0,0,0,0,110000
2024,1,1,0,0,0,0,0,0,79350
2024,1,1,0,1,0,0,0,0,127000
2025,2,1,0,1,0,0,0,0,160965
2025,2,1,100,0,0,0,1,0,81210
2024,2,1,0,0,0,0,1,0,202800
2025,1,1,0,1,0,0,0,0,51789
2024,2,1,0,1,0,0,0,0,172500
2024,2,1,100,1,0,0,0,0,293400
2024,2,1,0,0,0,0,0,1,187900
2024,2,1,0,0,0,0,0,0,70200
2025,0,1,0,1,0,0,0,0,50000
2025,2,1,100,1,0,0,0,0,245760
2024,2,1,0,1,0,0,0,0,120500
2025,1,1,0,0,0,0,0,1,166000
2024,1,1,0,1,0,0,0,0,78000
2024,2,1,0,0,0,0,0,1,140000
2025,1,1,0,0,1,0,0,0,132600
2024,1,1,100,1,0,0,0,0,90200
2024,2,1,0,0,0,0,0,1,148017
2022,1,1,0,0,0,0,1,0,140000
2025,2,1,100,1,0,0,0,0,165000
2023,1,1,0,0,1,0,0,0,130500
2024,2,1,0,1,0,0,0,0,125700
2025,2,1,0,0,0,0,1,0,140600
2024,2,1,0,1,0,0,0,0,233856
2025,2,1,0,1,0,0,0,0,179000
2024,1,1,0,1,0,0,0,0,191000
2025,2,1,0,1,0,0,0,0,98100
2022,0,2,50,0,0,0,0,0,50000
2024,1,2,0,0,0,0,0,1,117600
2024,0,1,0,1,0,0,0,0,80000
2025,2,1,0,1,0,0,0,0,92400
2025,2,1,0,1,0,0,0,0,175000
2024,2,1,0,0,1,0,0,0,282000
2024,3,1,0,1,0,0,0,0,273000
2024,1,1,0,0,1,0,0,0,258000
2024,2,1,0,0,1,0,0,0,100000
2024,1,1,0,0,0,0,1,0,173264
2024,1,1,0,0,1,0,0,0,281000
2024,2,1,0,0,1,0,0,0,138900
2024,2,1,0,0,1,0,0,0,178000
2024,1,1,0,0,0,0,0,0,149925
2024,1,1,0,0,0,0,0,0,73100
2024,2,1,100,1,0,0,0,0,112000
2025,1,1,0,1,0,0,0,0,126880
2024,2,1,0,1,0,0,0,0,154100
2024,2,1,100,0,0,0,0,0,78800
2022,2,1,100,0,1,0,0,0,175000
2024,3,1,0,1,0,0,0,0,268500
2024,1,1,0,0,0,0,0,0,69960
2025,1,1,0,1,0,0,0,0,104000
2023,2,1,100,0,1,0,0,0,167850
2024,0,1,0,0,1,0,0,0,77777
2025,2,1,0,0,0,0,0,0,117390
2024,2,1,0,0,1,0,0,0,304000
2025,1,1,0,1,0,0,0,0,146400
2024,1,1,0,0,1,0,0,0,145000
2025,1,1,0,0,1,0,0,0,65000
2025,2,1,100,1,0,0,0,0,104981
2024,2,1,0,1,0,0,0,0,133000
2025,1,1,0,0,0,0,0,0,116706
2024,1,1,0,0,0,0,0,0,104936
2025,2,1,0,0,0,0,0,0,172000
2024,1,1,100,1,0,0,0,0,211000
2025,2,1,0,0,0,0,0,1,160900
2024,2,1,0,1,0,0,0,0,191100
2025,1,1,0,0,0,0,1,0,106300
2023,2,1,0,1,0,0,0,0,96200
2024,2,1,0,0,0,0,0,1,90000
2025,2,2,0,0,0,0,1,0,220200
2024,1,1,0,0,0,0,1,0,199500
2025,1,1,100,0,0,0,0,1,177905
2023,1,1,0,1,0,0,0,0,148000
2024,2,1,0,1,0,0,0,0,243500
2025,2,1,0,0,1,0,0,0,176000
2024,1,1,0,0,0,0,1,0,130000
2025,2,1,100,1,0,0,0,0,150000
2025,1,1,100,0,0,0,0,1,204000
2023,1,1,0,1,0,0,0,0,106500
2025,2,1,0,1,0,0,0,0,141000
2025,1,1,0,1,0,0,0,0,179374
2023,1,1,0,1,0,0,0,0,130000
2025,2,1,0,1,0,0,0,0,269000
2025,2,1,0,1,0,0,0,0,118000
2025,2,1,0,0,1,0,0,0,350000
2025,1,1,0,0,0,0,1,0,240300
2025,2,1,0,1,0,0,0,0,172000
2025,1,1,100,0,0,0,0,1,117811
2023,2,1,100,0,0,0,0,0,110000
2025,3,1,0,0,0,0,1,0,88607
2024,1,1,0,0,1,0,0,0,121550
2024,1,1,0,0,0,0,0,0,138500
2023,3,1,100,1,0,0,0,0,177200
2024,1,1,0,1,0,0,0,0,105500
2024,2,1,100,0,1,0,0,0,144660
2023,2,1,0,0,0,0,0,0,64980
2023,2,1,100,1,0,0,0,0,158000
2024,2,1,0,1,0,0,0,0,197800
2025,2,1,0,1,0,0,0,0,230000
2024,1,1,0,1,0,0,0,0,111500
2025,0,1,0,1,0,0,0,0,40000
2024,2,1,100,0,0,0,0,0,163116
2025,1,1,0,0,1,0,0,0,209000
2024,1,1,0,1,0,0,0,0,105000
2024,2,1,0,0,0,0,0,0,203500
2025,0,1,0,0,1,0,0,0,252000
2024,2,1,100,0,1,0,0,0,75000
2024,1,1,0,0,0,0,1,0,500000
2024,2,1,0,0,0,0,0,0,103100
2024,0,1,0,1,0,0,0,0,34666
2024,2,1,0,1,0,0,0,0,190000
2025,1,1,0,0,0,0,1,0,235000
2024,2,1,0,0,0,0,0,1,125000
2025,2,1,100,0,1,0,0,0,180000
2024,1,1,0,0,0,0,1,0,169200
2025,2,1,100,1,0,0,0,0,65000
2024,2,1,0,0,1,0,0,0,395000
2024,1,1,0,0,0,0,0,0,85000
2023,2,1,100,1,0,0,0,0,141000
2024,1,1,0,0,0,0,1,0,124500
2025,2,1,0,1,0,0,0,0,128250
2025,1,1,0,0,0,0,0,1,79800
2025,2,1,0,1,0,0,0,0,234000
2025,2,1,0,0,1,0,0,0,253000
2024,2,1,0,0,1,0,0,0,155250
2024,2,1,0,0,1,0,0,0,214000
2024,0,1,0,0,0,0,0,0,75600
2024,0,1,0,0,1,0,0,0,90000
2025,1,1,0,1,0,0,0,0,58461
2025,0,1,0,0,0,0,0,0,152000
2025,2,1,0,1,0,0,0,0,152000
2025,2,1,0,0,0,0,1,0,174000
2024,1,1,0,1,0,0,0,0,130125
2025,3,1,0,0,0,0,1,0,220000
2021,1,2,100,1,0,0,0,0,200000
2024,2,1,0,1,0,0,0,0,538400
2025,2,1,100,1,0,0,0,0,95040
2024,1,1,100,0,1,0,0,0,170500
2025,2,1,0,1,0,0,0,0,184300
2024,2,1,100,0,0,0,1,0,94000
2024,2,1,0,0,0,0,1,0,115000
2024,1,1,0,1,0,0,0,0,117000
2024,2,1,0,0,1,0,0,0,169200
2025,2,1,0,0,0,0,1,0,235750
2023,2,1,0,1,0,0,0,0,83900
2024,2,1,0,0,0,0,0,1,225000
2024,2,1,0,0,1,0,0,0,132400
2025,1,1,100,1,0,0,0,0,109000
2024,1,1,0,0,0,0,1,0,156000
2025,3,1,0,1,0,0,0,0,156000
2024,1,1,0,0,0,0,0,1,218600
2025,2,1,100,1,0,0,0,0,200000
2024,0,1,0,0,0,0,0,0,89180
2024,0,1,0,0,0,0,0,0,86555
2025,0,1,0,0,0,0,0,0,54000
2025,2,1,0,1,0,0,0,0,149076
2024,2,1,0,1,0,0,0,0,106250
2024,2,1,100,1,0,0,0,0,116666
2024,2,1,0,1,0,0,0,0,75000
2025,1,1,0,0,0,0,0,1,222000
2024,2,1,0,0,1,0,0,0,141340
2024,1,1,0,1,0,0,0,0,123000
2024,0,1,0,1,0,0,0,0,52500
2024,3,1,0,0,0,0,1,0,79120
2024,1,1,0,0,0,0,0,1,137972
2025,1,1,0,0,0,0,1,0,105600
2024,2,1,0,0,0,0,1,0,234000
2024,1,1,0,1,0,0,0,0,190000
2024,0,1,0,0,0,0,0,1,71800
2024,2,1,100,1,0,0,0,0,105353
2024,1,1,100,0,0,0,0,1,165070
2025,1,1,0,1,0,0,0,0,150700
2024,1,1,100,0,0,0,0,0,143800
2023,2,1,100,0,1,0,0,0,125000
2024,2,1,0,0,0,0,1,0,126500
2024,0,1,0,1,0,0,0,0,208800
2023,2,1,100,0,1,0,0,0,112000
2024,2,1,0,0,0,0,0,0,126500
2025,2,1,0,0,0,0,1,0,120253
2024,1,1,0,0,0,0,0,1,92700
2024,0,1,0,0,0,0,0,1,50500
2025,0,1,0,0,0,0,0,0,72700
2024,2,1,100,1,0,0,0,0,216700
2024,2,1,0,1,0,0,0,0,142000
2024,2,1,100,1,0,0,0,0,155000
2024,1,1,0,0,0,0,0,0,42400
2024,1,1,0,1,0,0,0,0,193412
2025,2,1,0,1,0,0,0,0,84000
2024,2,1,100,1,0,0,0,0,279427
2023,2,1,0,0,1,0,0,0,147100
2025,1,1,0,0,0,0,0,1,96800
2024,2,1,0,0,1,0,0,0,196700
2024,1,1,0,0,1,0,0,0,179000
2024,2,1,100,1,0,0,0,0,313000
2024,2,1,0,0,0,0,0,1,170000
2024,2,1,0,1,0,0,0,0,122000
2025,1,1,100,0,0,0,1,0,182700
2025,1,1,0,1,0,0,0,0,156000
2025,2,1,0,1,0,0,0,0,204900
2024,1,1,0,1,0,0,0,0,162150
2025,1,1,100,1,0,0,0,0,200000
2025,2,1,0,1,0,0,0,0,255000
2024,0,1,100,0,0,0,0,0,49400
2024,1,1,0,0,0,0,1,0,170500
2024,1,1,100,0,0,0,0,1,65600
2024,1,1,100,1,0,0,0,0,269200
2025,2,1,0,1,0,0,0,0,168000
2024,1,1,0,1,0,0,0,0,143100
2024,2,1,100,0,0,0,0,0,55000
2024,2,1,0,0,0,0,1,0,238000
2025,2,1,100,0,0,0,1,0,214000
2025,1,1,0,0,0,0,0,0,116000
2025,2,1,0,0,0,0,0,0,65832
2024,2,1,0,0,1,0,0,0,389500
2024,2,1,0,1,0,0,0,0,144500
2024,1,1,0,1,0,0,0,0,105000
2024,2,1,0,0,0,0,1,0,110760
2024,2,1,0,1,0,0,0,0,87500
2024,1,1,0,0,1,0,0,0,137750
2025,2,1,0,0,0,0,1,0,204000
2024,0,1,100,0,0,0,0,0,72000
2025,2,1,0,1,0,0,0,0,224000
2025,2,1,0,1,0,0,0,0,75789
2024,2,1,0,1,0,0,0,0,57777
2024,2,1,0,1,0,0,0,0,203591
2024,2,1,0,0,0,0,0,1,73200
2024,1,1,0,1,0,0,0,0,120000
2025,1,1,0,0,0,0,1,0,96400
2025,1,1,0,1,0,0,0,0,130600
2024,1,1,100,0,0,0,0,0,135600
2024,1,1,0,1,0,0,0,0,132100
2025,0,1,0,1,0,0,0,0,178392
2023,2,1,0,0,1,0,0,0,114080
2024,3,1,100,0,0,0,0,1,305000
2022,1,1,0,0,1,0,0,0,51716
2024,2,1,0,1,0,0,0,0,156000
2024,2,1,100,0,1,0,0,0,86700
2025,2,1,0,0,1,0,0,0,170000
2024,0,1,0,0,1,0,0,0,158200
2023,2,1,0,1,0,0,0,0,214000
2024,2,1,0,0,0,0,1,0,197292
2022,1,2,50,0,1,0,0,0,108000
2024,2,1,0,0,1,0,0,0,167000
2024,2,1,0,1,0,0,0,0,80109
2024,2,1,0,1,0,0,0,0,392251
2024,3,1,0,1,0,0,0,0,175000
2024,1,1,0,1,0,0,0,0,153000
2025,1,1,0,0,0,0,0,1,82000
2025,2,1,0,0,1,0,0,0,141721
2024,1,1,0,1,0,0,0,0,83600
2023,1,1,100,0,1,0,0,0,150000
2024,1,1,100,1,0,0,0,0,133000
2024,0,1,100,0,0,0,0,0,110400
2024,1,1,0,0,0,0,0,1,137000
2025,2,1,100,1,0,0,0,0,139000
2025,1,1,0,1,0,0,0,0,285000
2024,2,1,0,0,0,0,0,0,78750
2024,2,1,0,1,0,0,0,0,209169
2024,2,1,100,0,1,0,0,0,230000
2025,2,1,0,1,0,0,0,0,72700
2023,2,1,0,1,0,0,0,0,205000
2024,0,1,0,0,1,0,0,0,158000
2024,1,1,0,1,0,0,0,0,250000
2025,0,1,0,0,0,0,0,0,129450
2024,2,1,100,1,0,0,0,0,245500
2025,1,1,0,0,1,0,0,0,71668
2025,2,1,0,0,0,0,0,0,107025
2025,1,2,0,0,1,0,0,0,212800
2023,2,1,0,0,0,0,0,0,145500
2024,2,1,0,0,1,0,0,0,150000
2025,2,1,0,0,1,0,0,0,165100
2024,2,1,0,0,1,0,0,0,75000
2025,2,1,0,0,0,0,1,0,128200
2025,2,1,0,0,0,0,0,1,55162
2024,2,1,0,0,0,0,0,0,207000
2024,2,1,0,0,1,0,0,0,238600
2023,2,1,100,1,0,0,0,0,240000
2025,1,1,0,1,0,0,0,0,260600
2024,0,1,0,0,1,0,0,0,180000
2025,1,1,100,0,1,0,0,0,375000
2024,2,1,100,1,0,0,0,0,105301
2024,1,1,0,0,0,1,0,0,84300
2024,2,1,100,1,0,0,0,0,369000
2024,1,1,100,1,0,0,0,0,160000
2024,2,1,0,0,1,0,0,0,143300
2023,2,1,100,1,0,0,0,0,200000
2024,3,1,0,1,0,0,0,0,278400
2024,1,1,0,1,0,0,0,0,89000
2025,2,1,0,1,0,0,0,0,161230
2025,2,1,100,1,0,0,0,0,190000
2023,0,1,0,0,1,0,0,0,100000
2024,1,1,0,1,0,0,0,0,156000
2024,1,1,0,1,0,0,0,0,97500
2025,1,1,0,0,1,0,0,0,77350
2025,1,1,100,0,0,0,1,0,186000
2025,2,1,0,1,0,0,0,0,159800
2024,1,1,0,0,1,0,0,0,88000
2024,1,1,0,1,0,0,0,0,201000
2024,3,1,0,1,0,0,0,0,65066
2023,2,1,0,0,0,0,0,0,126000
2023,2,1,0,1,0,0,0,0,85000
2024,2,1,0,1,0,0,0,0,174500
2024,2,1,0,0,1,0,0,0,120000
2022,3,0,100,0,0,0,1,0,115222
2024,2,1,0,0,1,0,0,0,52574
2024,1,1,0,1,0,0,0,0,173000
2025,2,1,100,0,0,0,0,1,104000
2024,2,2,100,0,0,0,1,0,105555
2024,1,1,0,0,0,0,0,1,150000
2025,1,1,0,1,0,0,0,0,133768
2024,1,1,0,0,0,0,0,0,58000
2025,1,1,0,0,0,0,0,1,90225
2025,2,2,100,1,0,0,0,0,212800
2024,2,1,100,1,0,0,0,0,135000
2024,0,1,0,0,1,0,0,0,60400
2025,2,1,100,0,1,0,0,0,228790
2025,1,1,0,0,0,0,0,1,237100
2025,2,1,0,0,1,0,0,0,171500
2025,2,1,0,0,0,0,0,0,129000
2024,2,1,0,0,0,0,1,0,218000
2024,1,1,0,0,1,0,0,0,256500
2024,1,1,0,1,0,0,0,0,100000
2025,2,1,0,1,0,0,0,0,256400
2023,0,1,100,0,1,0,0,0,162170
2024,2,1,100,1,0,0,0,0,120275
2025,1,1,0,0,1,0,0,0,59995
2024,2,1,100,0,0,0,1,0,246000
2025,2,1,0,0,0,0,0,1,50526
2024,0,1,0,0,0,0,0,0,70800
2022,2,2,100,1,0,0,0,0,131300
2024,1,1,0,0,1,0,0,0,86520
2024,3,1,0,1,0,0,0,0,110000
2025,0,1,0,0,0,0,0,0,138000
2024,2,1,0,0,1,0,0,0,234500
2024,0,1,0,0,0,0,0,0,84788
2024,1,1,0,0,1,0,0,0,100000
2025,2,1,100,0,1,0,0,0,81094
2024,1,1,100,0,0,0,1,0,200000
2025,0,1,0,1,0,0,0,0,100000
2025,2,1,0,0,0,0,1,0,196930
2024,2,1,0,0,1,0,0,0,153000
2025,1,1,0,1,0,0,0,0,60500
2024,1,1,0,0,1,0,0,0,24000
2024,2,1,0,0,1,0,0,0,213900
2024,3,1,0,1,0,0,0,0,140000
2024,1,2,0,0,0,0,1,0,85900
2025,2,1,0,1,0,0,0,0,140000
2023,0,0,50,0,1,0,0,0,30663
2025,1,1,0,0,0,0,0,1,47055
2023,2,1,0,0,1,0,0,0,86000
2024,1,1,100,0,0,0,0,1,120000
2025,2,1,0,0,1,0,0,0,101000
2024,1,1,0,0,0,0,0,1,56250
2024,1,1,0,0,0,0,1,0,175600
2025,1,1,0,1,0,0,0,0,210000
2024,2,1,0,1,0,0,0,0,94200
2025,1,1,100,0,1,0,0,0,118000
2024,2,1,0,0,1,0,0,0,104603
2024,2,1,0,0,1,0,0,0,169700
2024,1,1,0,0,0,0,0,0,93800
2024,0,1,0,0,1,0,0,0,210000
2024,2,1,0,1,0,0,0,0,124100
2025,2,1,100,0,0,0,1,0,200000
2025,2,1,0,0,1,0,0,0,140700
2024,1,1,0,0,0,0,0,0,155975
2025,3,1,0,0,0,0,1,0,261000
2024,1,1,0,1,0,0,0,0,112200
2024,2,1,0,1,0,0,0,0,165000
2025,2,1,0,0,0,0,1,0,458000
2025,0,1,0,0,0,0,0,0,125000
2024,2,1,100,0,1,0,0,0,216000
2025,0,1,0,1,0,0,0,0,119600
2025,1,1,0,0,1,0,0,0,134121
2025,2,1,0,1,0,0,0,0,46989
2024,2,2,0,1,0,0,0,0,299000
2025,2,1,100,0,0,0,0,1,125000
2024,3,1,100,1,0,0,0,0,280000
2024,2,1,0,1,0,0,0,0,100000
2024,1,1,0,0,1,0,0,0,177777
2025,2,1,0,0,0,0,0,0,79400
2024,2,1,0,0,0,0,0,0,126350
2024,1,1,0,1,0,0,0,0,117200
2024,0,1,0,0,0,0,0,0,85000
2024,2,1,0,0,0,0,0,0,66000
2024,1,1,0,0,0,0,0,0,108000
2024,2,1,0,1,0,0,0,0,223400
2024,2,1,0,1,0,0,0,0,112241
2025,2,1,0,0,0,0,0,0,204840
2025,1,1,0,1,0,0,0,0,166000
2025,2,1,0,0,0,0,0,0,145209
2025,1,1,0,0,0,0,0,1,77760
2024,0,1,100,0,0,0,0,0,83552
2025,2,1,0,1,0,0,0,0,111240
2024,0,1,0,0,0,0,0,0,45500
2025,1,1,0,1,0,0,0,0,119574
2025,1,1,0,1,0,0,0,0,193283
2024,2,1,100,1,0,0,0,0,142200
2025,0,1,0,0,0,0,0,0,50632
2025,2,1,0,1,0,0,0,0,130100
2023,1,1,100,1,0,0,0,0,86128
2024,2,1,0,0,0,0,1,0,140000
2025,0,1,0,0,0,0,0,0,53100
2025,2,1,100,1,0,0,0,0,96601
2025,2,1,0,1,0,0,0,0,141700
2024,2,1,100,1,0,0,0,0,167000
2025,2,1,0,1,0,0,0,0,72000
2025,3,1,0,1,0,0,0,0,161068
2025,2,1,0,1,0,0,0,0,155000
2024,1,1,100,1,0,0,0,0,97000
2025,1,1,100,1,0,0,0,0,65000
2025,2,1,100,0,0,0,1,0,42000
2024,1,1,0,0,0,0,0,1,99900
2024,1,1,0,0,1,0,0,0,82600
2025,2,1,0,1,0,0,0,0,153000
2024,2,1,0,0,1,0,0,0,240960
2024,2,1,100,1,0,0,0,0,160680
2024,1,1,0,1,0,0,0,0,75000
2025,2,1,0,0,0,0,1,0,254400
2024,1,1,0,1,0,0,0,0,84000
2024,2,1,0,0,1,0,0,0,161500
2024,2,1,0,1,0,0,0,0,143500
2024,0,1,100,0,0,0,0,0,136200
2023,2,1,0,0,1,0,0,0,248100
2025,1,1,0,1,0,0,0,0,192950
2025,1,1,100,0,0,0,0,1,165400
2024,2,1,0,1,0,0,0,0,243500
2024,2,1,100,0,0,0,1,0,239400
2024,2,1,0,1,0,0,0,0,137300
2024,2,1,0,0,1,0,0,0,218185
2023,2,2,0,0,1,0,0,0,140100
2025,1,1,0,0,1,0,0,0,85000
2024,2,1,0,1,0,0,0,0,115000
2025,2,1,0,0,1,0,0,0,315000
2025,1,1,0,1,0,0,0,0,84600
2025,1,1,0,0,1,0,0,0,200200
2025,2,1,0,0,0,0,0,1,115000
2024,2,1,100,0,0,0,0,0,140000
2025,2,1,0,1,0,0,0,0,139776
2025,3,1,0,1,0,0,0,0,217500
2024,2,1,0,1,0,0,0,0,176000
2024,0,1,0,0,1,0,0,0,112000
2024,2,1,100,1,0,0,0,0,121750
2024,1,1,0,0,0,0,1,0,71250
2024,1,1,0,1,0,0,0,0,68200
2024,1,1,0,1,0,0,0,0,113500
2024,1,1,100,0,1,0,0,0,238280
2025,0,1,0,0,0,0,0,0,179000
2024,0,1,0,0,0,0,0,0,75065
2024,2,1,0,0,0,0,0,0,140000
2024,1,1,0,0,1,0,0,0,80290
2022,1,1,100,1,0,0,0,0,90000
2024,0,1,0,0,0,0,0,0,55000
2025,1,1,0,0,0,0,1,0,98300
2025,2,1,0,0,1,0,0,0,160440
2025,1,1,0,0,0,0,1,0,110000
2025,1,1,0,0,0,0,1,0,190000
2024,1,1,100,0,0,0,0,1,80000
2024,2,1,100,1,0,0,0,0,102200
2025,2,1,0,1,0,0,0,0,162150
2025,1,1,0,0,0,0,1,0,272000
2024,2,1,0,1,0,0,0,0,320500
2024,2,1,100,1,0,0,0,0,172000
2025,2,1,100,1,0,0,0,0,81978
2024,1,1,0,0,0,0,1,0,138000
2025,2,1,0,0,0,0,0,0,114000
2024,2,1,0,1,0,0,0,0,321000
2024,2,1,0,0,1,0,0,0,177300
2024,0,1,100,0,0,0,0,0,79900
2025,1,1,0,0,0,0,0,1,68000
2025,2,1,0,0,0,0,0,1,216000
2024,3,1,0,0,0,0,0,0,130920
2025,1,1,0,0,0,0,0,1,287600
2024,0,1,0,0,1,0,0,0,110400
2025,2,1,0,1,0,0,0,0,48421
2025,2,1,100,1,0,0,0,0,180000
2024,1,1,0,0,0,0,0,0,131300
2025,1,1,0,0,0,0,1,0,131000
2024,2,1,0,1,0,0,0,0,246000
2024,1,1,0,0,1,0,0,0,142000
2025,0,1,0,0,0,0,0,0,63291
2025,2,1,100,1,0,0,0,0,171100
2025,2,1,0,0,0,0,0,0,104500
2025,2,1,0,0,0,0,0,0,151986
2024,2,1,100,1,0,0,0,0,195000
2024,0,1,0,0,0,0,0,0,47778
2025,2,1,100,0,0,0,1,0,111000
2024,2,1,0,1,0,0,0,0,91375
2024,2,1,0,1,0,0,0,0,164050
2025,2,1,0,1,0,0,0,0,154000
2024,3,1,100,0,0,0,1,0,312300
2024,0,1,100,0,0,0,0,0,55200
2025,0,1,0,0,1,0,0,0,36300
2024,1,1,100,0,0,0,0,1,176000
2023,2,1,0,0,0,0,0,0,51824
2024,2,1,0,1,0,0,0,0,180000
2025,2,1,100,1,0,0,0,0,161230
2023,1,1,0,0,0,0,0,0,116700
2024,2,1,0,1,0,0,0,0,178200
2025,2,1,0,1,0,0,0,0,233800
2025,1,1,0,0,0,0,1,0,297600
2024,1,1,100,1,0,0,0,0,73008
2023,1,1,0,0,1,0,0,0,165000
2024,2,1,0,1,0,0,0,0,258470
2024,2,1,0,1,0,0,0,0,114486
2025,2,1,0,1,0,0,0,0,78571
2025,2,1,0,0,0,0,0,1,400000
2025,2,1,0,1,0,0,0,0,122500
2024,2,1,100,1,0,0,0,0,111260
2024,2,1,0,0,1,0,0,0,167200
2023,2,1,0,1,0,0,0,0,138666
2025,0,1,100,0,1,0,0,0,16000
2023,1,1,0,0,0,0,0,0,95000
2023,2,1,100,0,1,0,0,0,197600
2025,2,1,100,1,0,0,0,0,170000
2021,1,2,50,0,0,0,0,0,16904
2025,0,1,100,0,0,0,0,0,139360
2023,3,1,0,1,0,0,0,0,155000
2024,1,1,0,0,0,0,1,0,84700
2024,2,1,0,1,0,0,0,0,389500
2025,2,1,100,1,0,0,0,0,230000
2025,1,1,0,0,1,0,0,0,88900
2025,0,1,0,0,0,0,0,1,29090
2024,2,1,100,1,0,0,0,0,121538
2025,1,1,0,0,1,0,0,0,173000
2025,2,1,0,0,0,0,1,0,410000
2025,1,1,0,1,0,0,0,0,177000
2025,2,1,100,1,0,0,0,0,265000
2025,1,1,0,1,0,0,0,0,248700
2024,1,1,0,1,0,0,0,0,91000
2022,3,1,0,0,0,0,1,0,160000
2025,2,1,0,1,0,0,0,0,54000
2024,2,1,0,1,0,0,0,0,135000
2025,2,1,0,1,0,0,0,0,179200
2024,2,1,0,1,0,0,0,0,184300
2024,2,1,100,1,0,0,0,0,101000
2025,2,2,0,0,0,0,0,1,205600
2024,2,1,0,1,0,0,0,0,184200
2024,2,1,100,0,1,0,0,0,151800
2025,1,1,0,1,0,0,0,0,260400
2024,2,1,0,1,0,0,0,0,219700
2023,1,1,0,0,0,0,1,0,109000
2023,1,1,0,0,0,0,0,0,55368
2024,2,1,0,0,0,0,1,0,238600
2024,2,1,100,1,0,0,0,0,101400
2024,2,1,0,0,1,0,0,0,75000
2025,2,1,0,1,0,0,0,0,183600
2024,2,1,0,1,0,0,0,0,181600
2024,2,1,0,0,0,0,0,0,205800
2025,2,1,100,0,0,0,0,1,165200
2024,1,1,0,0,1,0,0,0,121000
2024,1,1,0,0,0,0,1,0,358000
2024,1,1,0,0,1,0,0,0,250000
2024,1,1,0,0,0,0,1,0,47868
2024,2,1,0,0,0,0,1,0,72000
2024,2,1,100,0,0,0,0,1,99769
2023,2,1,0,1,0,0,0,0,190400
2025,2,1,0,0,0,0,1,0,530000
2025,1,1,0,1,0,0,0,0,208800
2025,3,1,100,0,0,0,1,0,180000
2024,2,1,100,0,0,0,0,1,72000
2025,2,1,0,0,1,0,0,0,96000
2024,2,1,100,1,0,0,0,0,156000
2024,2,1,100,1,0,0,0,0,146000
2025,2,1,100,1,0,0,0,0,80000
2023,0,1,100,1,0,0,0,0,92700
2025,2,1,0,0,1,0,0,0,145000
2024,2,1,0,1,0,0,0,0,36014
2025,2,1,0,1,0,0,0,0,42105
2024,2,1,0,0,0,0,0,0,56280
2023,2,1,100,0,0,0,0,0,155000
2025,2,1,0,1,0,0,0,0,78947
2025,2,1,100,1,0,0,0,0,170400
2024,2,1,0,0,1,0,0,0,229000
2024,1,1,0,0,0,0,0,1,134000
2024,2,1,0,1,0,0,0,0,130000
2023,2,1,0,0,1,0,0,0,164000
2024,2,1,0,1,0,0,0,0,182750
2025,0,1,0,0,0,0,0,0,140625
2024,2,1,100,1,0,0,0,0,109500
2023,1,1,100,1,0,0,0,0,49216
2024,2,1,0,0,0,0,0,0,105200
2024,2,1,100,1,0,0,0,0,178000
2024,2,1,0,0,1,0,0,0,139300
2025,1,1,0,0,1,0,0,0,144000
2024,2,1,0,0,0,0,1,0,156000
2024,0,1,0,0,0,0,0,1,122000
2023,1,2,50,0,0,0,0,0,15680
2024,1,1,0,1,0,0,0,0,106807
2025,2,1,0,0,0,0,0,0,104000
2024,2,1,0,1,0,0,0,0,215800
2024,1,1,0,1,0,0,0,0,189750
2023,2,1,0,0,1,0,0,0,90700
2025,2,1,100,0,0,0,1,0,99500
2025,2,1,0,1,0,0,0,0,134000
2025,2,1,0,1,0,0,0,0,221000
2025,2,1,0,0,0,0,0,0,137000
2025,3,1,0,1,0,0,0,0,182000
2024,0,1,0,0,0,0,0,1,116150
2024,2,1,100,1,0,0,0,0,194000
2025,1,1,0,1,0,0,0,0,65000
2025,0,1,0,0,0,1,0,0,46000
2024,1,1,0,1,0,0,0,0,122300
2025,1,1,0,0,1,0,0,0,166000
